id,question
45721,What is a primal diet testimonial?
45721,Where can I find the raw goat milk?
45721,How can I track my calories?
45721,What should I do if I'm not gaining weight despite adding more calories?
15504,Is dehydrating 10 pounds of meat into a small powder ball really nutritious?
15504,Does raw milk itself detoxify fat and unsalted cheese?
15504,What kind of vitamins does raw milk contain?
15504,Can raw milk's vitamins help detoxify fat and unsalted cheese?
15504,Are the vitamins in raw milk in their natural and unisolated form?
23410,Could plantar fasciitis be a symptom of detox?
23410,Are inflatable/portable bathtubs safe for detox?
23410,How to fix allergies caused by house mites?
23410,Why does the allergy reaction happen only at home since 2 weeks?
23410,Is pork considered both red and white meat?
34916,Can turcamart.com be trusted for good quality butter?
34916,Has anyone verified the quality of butter from turcamart.com?
34916,Is there assurance of good quality butter on turcamart.com?
34916,Are there any reviews confirming the quality of butter from turcamart.com?
34916,Can someone vouch for the quality of butter available on turcamart.com?
12676,Should I be concerned about the supermarket chicken fed soy and rotting in my fridge?
12676,What could be causing the wax taste in my mouth?
12676,Can the Covid vaccine have similar harmful effects as the penicillin vaccine?
12676,Is it possible for vaccine toxicity to detoxify through the salivary glands and skin?
12676,Does blue cheese have benefits similar to penicillin?
35326,Are seedless mini watermelons okay to eat?
35326,Are seedless mini watermelons GMO?
35326,Are organic seedless watermelons a scam?
35326,Do you believe seedless mini watermelons are okay to eat?
35326,Can you see the fractionated minerals in the seedless mini watermelons?
1922,Does he have a YouTube channel?
1922,Why are you coughing so much?
1922,Is that real?
1922,What is the video about?
1922,Who will feel the power?
32570,Why do I get thirsty a lot after eating?
32570,Can ground meat have homogenized fats?
32570,Why does meat pate taste better than ground meat?
32570,Why do I have labored breathing and trouble sleeping?
32570,How long do I plan to detox for?
10877,Is being 10 pounds overweight a must for the frequent 90-minute sessions?
10877,Is perspiring only accumulating waste under the skin?
10877,Is the process not melting lymph congestion?
10877,Does perspiring liberate a lot of toxins in the body?
10877,Is it okay because perspiring only releases waste under the skin?
12883,What temperature should a warm bath be for Aajonus?
12883,How can fresh bone marrow help with hair growth?
12883,What does 'this still stands' refer to?
12883,What word should be used instead of 'more better'?
12883,What does the word 'harsher' replace?
1892,Where can I find the full book?
1892,What resources can help with GERD/hiatal hernia?
1892,Is there a specific book you recommend for GERD/hiatal hernia?
1892,How can I manage my symptoms of GERD/hiatal hernia?
1892,Do you have any tips for dealing with GERD/hiatal hernia on a daily basis?
4382,Did your grandma in Syria eat raw foods?
4382,What supplements do people take these days?
4382,Have you tried grass fed beef organs?
4382,Have you tried high liver?
4382,Have you tried raw milk?
32948,Are digital xrays safer than traditional xrays?
32948,What are the benefits of consuming whole oranges instead of orange juice?
32948,Why does fruit juice affect the fat levels in the blood?
32948,How can you balance the intake of orange juice with fats?
32948,What is the recommended way to consume oranges for optimal health benefits?
35661,What happens to lemons when they get really ripe?
35661,Do ripe lemons taste sweeter?
35661,What do fermented lemons smell and taste like?
35661,Do fermented lemons have a hint of alcohol?
35661,Is it common to see billboards of lawyers everywhere in the US?
42481,"Have LED lights ever damaged your retina, and if so, how?"
42481,Do blue light filters on phones completely eliminate blue light?
42481,What lifestyle changes can help improve eyesight?
42481,What are some differences in expectations between men and women?
42481,Can spending less time on screens and more time outdoors improve eyesight?
39766,What does the liver taste like?
39766,Is liver bitter or rancid?
39766,Is the liver vaccinated?
39766,Is the liver treated with antibiotics?
39766,Where did you buy the liver?
9020,Where did Aajonus get the cheese from and what were his making specifications?
9020,Is the Frazer cheese the one Aajonus used?
9020,Why is the Frazer cheese double the price?
9020,How effective is the Miller's cheddar cheese for nausea?
9020,Why did Aajonus not mention the use of cheese for fast hair and nail growth?
3690,Have you just started using the health adviser application?
3690,What made you decide to start using the health adviser application?
3690,What are your initial thoughts about the health adviser application?
3690,How has your experience been since you started using the health adviser application?
3690,What are you hoping to gain from using the health adviser application?
23936,What is Ajounus?
23936,How can Pineapple affect oxalate dumping?
23936,Are tomato seeds fine to keep for most people?
23936,What is the concern about tomato seeds?
23936,Where should seafood be from to be safe from monkeypox?
3997,What's the recommended way to juice something if you've never done it before?
